val/rec_loss_step/epoch_5,val/aeloss_step/epoch_5,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_6,val/aeloss_step/epoch_6,val/rec_loss_step/epoch_7,val/aeloss_step/epoch_7,val/rec_loss_step/epoch_8,val/aeloss_step/epoch_8
0.16426029801368713,0.16719134151935577,2022-08-19 23:38:51.457289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:40:19.376723,0.48172271251678467,0.48172271251678467,0.0032866066321730614,0.2540660500526428,0.2540660500526428,0.17781735956668854,1.3926371335983276,1.0,0.16111165285110474,0.9999037981033325,0.9999037981033325,-0.1560167819261551,-0.15652918815612793,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:41:42.592177,0.4597405791282654,0.4597405791282654,0.002911060582846403,0.22241365909576416,0.22241365909576416,0.16993609070777893,0.9111742973327637,1.0,0.25726786255836487,0.9975624084472656,0.9975624084472656,-0.2476540207862854,-0.25284087657928467,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:43:06.086743,0.2925916016101837,0.2925916016101837,0.0030103810131549835,0.26931023597717285,0.26931023597717285,0.1782504916191101,0.16705751419067383,1.0,0.121341273188591,0.9927867650985718,0.9927867650985718,-0.11190194636583328,-0.12666916847229004,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:44:28.210260,0.2223934531211853,0.2223934531211853,0.0031298487447202206,0.21422860026359558,0.21422860026359558,0.15694928169250488,0.3294598460197449,1.0,0.015282581560313702,0.9965053796768188,0.9965053796768188,-0.007127642165869474,-0.014117092825472355,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:45:50.178740,0.2772798240184784,0.2772798240184784,0.0030687940306961536,0.3027912974357605,0.3027912974357605,0.20728710293769836,0.36341768503189087,1.0,-0.07864305377006531,0.9903385639190674,0.9903385639190674,0.08736662566661835,0.06798887997865677,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:47:13.497645,0.3465386629104614,0.3465386629104614,0.002895849756896496,0.213626891374588,0.213626891374588,0.15885719656944275,0.5806304216384888,1.0,0.2239219844341278,1.002624750137329,1.002624750137329,-0.2150823324918747,-0.2098330408334732,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:48:35.456300,0.2422703504562378,0.2422703504562378,0.0032685811165720224,0.2564081847667694,0.2564081847667694,0.1695503145456314,0.17809748649597168,1.0,-0.09773530811071396,0.9816781282424927,0.9816781282424927,0.12898914515972137,0.08705329149961472,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:49:57.406966,0.27022525668144226,0.27022525668144226,0.0026891385205090046,0.20529970526695251,0.20529970526695251,0.15244504809379578,0.4180601239204407,1.0,0.14886946976184845,0.9968323707580566,0.9968323707580566,-0.12364385277032852,-0.13007166981697083,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:51:19.372521,0.26830029487609863,0.26830029487609863,0.0031291255727410316,0.2893284559249878,0.2893284559249878,0.19663891196250916,0.2127518504858017,1.0,-0.11354675889015198,1.013078212738037,1.013078212738037,0.11103928089141846,0.10023722797632217,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-19 23:52:41.699283,0.035608649253845215,0.035608649253845215,0.0025447458028793335,0.18132564425468445,0.18132564425468445,0.14066073298454285,1.0703632831573486,1.0,-0.13851535320281982,1.0049442052841187,1.0049442052841187,0.13888388872146606,0.14875167608261108,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
