val/rec_loss_step/epoch_7,val/aeloss_step/epoch_7,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_8,val/aeloss_step/epoch_8,val/rec_loss_step/epoch_9,val/aeloss_step/epoch_9,val/rec_loss_step/epoch_10,val/aeloss_step/epoch_10,val/rec_loss_step/epoch_11,val/aeloss_step/epoch_11,val/rec_loss_step/epoch_12,val/aeloss_step/epoch_12
0.11799011379480362,0.12082194536924362,2022-08-21 01:37:34.862315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:39:04.862888,0.2885139584541321,0.2885139584541321,0.002788922283798456,0.15940837562084198,0.15940837562084198,0.12726113200187683,3.5077500343322754,1.0,0.0360107347369194,1.000730037689209,1.000730037689209,-0.036329008638858795,-0.03494870662689209,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:40:28.152727,0.35160404443740845,0.35160404443740845,0.002656488213688135,0.15267853438854218,0.15267853438854218,0.12192869186401367,3.1470048427581787,1.0,0.06236692890524864,1.0001718997955322,1.0001718997955322,-0.06198156625032425,-0.06163781136274338,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:41:51.485672,0.5280352830886841,0.5280352830886841,0.0023410471621900797,0.15654464066028595,0.15654464066028595,0.1293846219778061,4.923146724700928,1.0,0.07498245686292648,1.0005176067352295,1.0005176067352295,-0.07455691695213318,-0.07352182269096375,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:43:13.746918,0.07418972998857498,0.07418972998857498,0.0022666743025183678,0.18604116141796112,0.18604116141796112,0.15258808434009552,4.368436813354492,1.0,-0.026123328134417534,1.0005642175674438,1.0005642175674438,0.026090482249855995,0.027218984439969063,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:44:35.884967,0.31285178661346436,0.31285178661346436,0.0027774719055742025,0.16578704118728638,0.16578704118728638,0.12886543571949005,4.41594934463501,1.0,0.03267412260174751,1.0004432201385498,1.0004432201385498,-0.03226116672158241,-0.03137478232383728,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:45:59.168256,0.37454813718795776,0.37454813718795776,0.002979531418532133,0.1967492699623108,0.1967492699623108,0.1513516902923584,0.6495264768600464,1.0,0.26914891600608826,1.0006108283996582,1.0006108283996582,-0.26661550998687744,-0.2660781443119049,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:47:21.188010,-0.11794634908437729,-0.11794634908437729,0.00255958060733974,0.2167268693447113,0.2167268693447113,0.1712970733642578,3.7662415504455566,1.0,-0.08954093605279922,0.9991986155509949,0.9991986155509949,0.09203142672777176,0.09042860567569733,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:48:43.075878,0.28050220012664795,0.28050220012664795,0.002302443841472268,0.16486702859401703,0.16486702859401703,0.13723444938659668,2.543837070465088,1.0,0.04455188289284706,0.9996337890625,0.9996337890625,-0.04268258810043335,-0.04341502860188484,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:50:05.010649,0.13613919913768768,0.13613919913768768,0.0026339103933423758,0.19361631572246552,0.19361631572246552,0.1548047661781311,0.5547268390655518,1.0,-0.10836149007081985,0.9996881484985352,0.9996881484985352,0.12114977091550827,0.11456495523452759,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:51:27.398065,0.41871270537376404,0.41871270537376404,0.0028989119455218315,0.2568434476852417,0.2568434476852417,0.18010461330413818,2.1647133827209473,1.0,0.07343713939189911,1.000561237335205,1.000561237335205,-0.06926164776086807,-0.06813926994800568,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:52:50.714644,0.21781183779239655,0.21781183779239655,0.0025311573408544064,0.1819233000278473,0.1819233000278473,0.14969515800476074,2.1221401691436768,1.0,0.015718743205070496,0.9997997283935547,0.9997997283935547,-0.015586827881634235,-0.015987535938620567,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:54:12.739308,0.04324465990066528,0.04324465990066528,0.0025660106912255287,0.1598704606294632,0.1598704606294632,0.13047055900096893,2.0155296325683594,1.0,-0.05913671851158142,1.0017917156219482,1.0017917156219482,0.06180936470627785,0.06532862782478333,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:55:34.657616,0.41874316334724426,0.41874316334724426,0.0027728474233299494,0.16485905647277832,0.16485905647277832,0.13685548305511475,1.0155969858169556,1.0,0.24725483357906342,1.0026350021362305,1.0026350021362305,-0.23952877521514893,-0.23674917221069336,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:56:56.781947,0.3619663715362549,0.3619663715362549,0.002396715572103858,0.16076192259788513,0.16076192259788513,0.13194112479686737,0.6344972848892212,1.0,0.31333115696907043,1.00277578830719,1.00277578830719,-0.3143491744995117,-0.3178311586380005,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:58:18.869257,0.19288788735866547,0.19288788735866547,0.002500549890100956,0.17325186729431152,0.17325186729431152,0.14086958765983582,0.16202285885810852,1.0,0.1057596281170845,0.9810267686843872,0.9810267686843872,-0.044162310659885406,-0.08478905260562897,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 01:59:41.019309,0.2961313724517822,0.2961313724517822,0.002735705580562353,0.16928228735923767,0.16928228735923767,0.1349221169948578,0.34575676918029785,1.0,0.3589615225791931,0.9953760504722595,0.9953760504722595,-0.33127203583717346,-0.3467824161052704,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:01:03.206794,0.2018255889415741,0.2018255889415741,0.002580319531261921,0.18447409570217133,0.18447409570217133,0.14695137739181519,0.819079577922821,1.0,0.01803387515246868,0.9989954233169556,0.9989954233169556,-0.018422558903694153,-0.020431697368621826,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:02:25.210119,0.15697167813777924,0.15697167813777924,0.00208801100961864,0.15536993741989136,0.15536993741989136,0.12996357679367065,0.639630138874054,1.0,-0.0007602358236908913,0.9983617067337036,0.9983617067337036,0.007156405132263899,0.003874958958476782,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:03:47.359971,0.1980326622724533,0.1980326622724533,0.0023126823361963034,0.1862657368183136,0.1862657368183136,0.1464005559682846,1.5073879957199097,1.0,0.006271945312619209,0.9995267391204834,0.9995267391204834,-0.003237595083191991,-0.004184259567409754,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:05:09.636340,0.19272664189338684,0.19272664189338684,0.0028878250159323215,0.18162083625793457,0.18162083625793457,0.14451760053634644,0.14323030412197113,1.0,0.05737598240375519,0.9812233448028564,0.9812233448028564,-0.023602575063705444,-0.06150980666279793,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:06:32.825638,0.1504940390586853,0.1504940390586853,0.002378165954723954,0.17541590332984924,0.17541590332984924,0.14762981235980988,0.41626641154289246,1.0,-0.06558306515216827,0.9985843896865845,0.9985843896865845,0.06926707923412323,0.06643588095903397,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:07:54.739217,0.13646411895751953,0.13646411895751953,0.0021863284055143595,0.16468718647956848,0.16468718647956848,0.14030781388282776,0.23326750099658966,1.0,-0.13036273419857025,0.9909388422966003,0.9909388422966003,0.15930159389972687,0.13421185314655304,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:09:16.924319,0.17886124551296234,0.17886124551296234,0.002102863509207964,0.19278238713741302,0.19278238713741302,0.16300241649150848,1.3214023113250732,1.0,-0.012126518413424492,0.9983959197998047,0.9983959197998047,0.015815239399671555,0.012607015669345856,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-21 02:10:38.987002,-0.06197057664394379,-0.06197057664394379,0.0027240498457103968,0.18527758121490479,0.18527758121490479,0.15561844408512115,3.415783405303955,1.0,-0.07318151742219925,1.0004009008407593,1.0004009008407593,0.07297850400209427,0.07378030568361282,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
