val/rec_loss_step/epoch_0,val/aeloss_step/epoch_0,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_1,val/aeloss_step/epoch_1
1.5888910293579102,1.643242359161377,2022-11-07 13:56:43.783495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 13:58:18.794308,2.603710412979126,2.603710412979126,1.4702835083007812,1.1334269046783447,1.1334269046783447,0.8008390069007874,0.13886143267154694,0.0,0.04602278023958206,0.0,0.0,-0.01529647409915924,-0.0460437536239624,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 13:59:37.436383,1.8499782085418701,1.8499782085418701,0.792709469795227,1.057268738746643,1.057268738746643,0.7250968217849731,0.2794693410396576,0.0,0.02254175953567028,0.0,0.0,0.010765159502625465,-0.07506264746189117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:00:55.937335,3.443392753601074,3.443392753601074,2.4035115242004395,1.0398813486099243,1.0398813486099243,0.7155080437660217,0.10732066631317139,0.0,0.0771852359175682,0.0,0.0,0.010166280902922153,-0.033342428505420685,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:02:12.886449,3.2979540824890137,3.2979540824890137,2.234353542327881,1.0636005401611328,1.0636005401611328,0.7083008289337158,0.18060614168643951,0.0,0.05515661835670471,0.0,0.0,-0.017126915976405144,-0.031040597707033157,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:03:29.892806,1.0742486715316772,1.0742486715316772,0.12373162806034088,0.9505170583724976,0.9505170583724976,0.6852110028266907,0.3199872076511383,0.0,-0.018311647698283195,0.0,0.0,0.01530086062848568,0.02728605456650257,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:04:48.333788,1.5293163061141968,1.5293163061141968,0.661160409450531,0.8681558966636658,0.8681558966636658,0.6201475858688354,0.3519710302352905,0.0,-0.0010141246020793915,0.0,0.0,-0.0020914808847010136,-0.00026736155268736184,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:06:05.894081,1.0944924354553223,1.0944924354553223,0.2755720019340515,0.8189204931259155,0.8189204931259155,0.6306972503662109,0.25853630900382996,0.0,0.02234513871371746,0.0,0.0,0.005566184408962727,-0.003026864491403103,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:07:23.189101,1.8473179340362549,1.8473179340362549,0.9400404691696167,0.9072774648666382,0.9072774648666382,0.6768813133239746,0.1959521621465683,0.0,0.026065127924084663,0.0,0.0,-0.028186049312353134,0.007618764415383339,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:08:40.557334,0.8854056596755981,0.8854056596755981,0.09835229814052582,0.7870533466339111,0.7870533466339111,0.5929526090621948,0.254641592502594,0.0,0.050548333674669266,0.0,0.0,-0.05374368280172348,-0.062962107360363,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:09:58.028856,0.9901101589202881,0.9901101589202881,0.21492677927017212,0.775183379650116,0.775183379650116,0.5918309688568115,0.4387081265449524,0.0,-0.009750524535775185,0.0,0.0,0.017622563987970352,0.03262779489159584,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:11:16.729252,0.9113671779632568,0.9113671779632568,0.08763272315263748,0.8237344622612,0.8237344622612,0.6125763654708862,0.3416247069835663,0.0,0.030276836827397346,0.0,0.0,-0.020322909578680992,-0.02049640752375126,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:12:34.241515,0.9038479924201965,0.9038479924201965,0.0993240475654602,0.8045239448547363,0.8045239448547363,0.6017653346061707,0.7385448813438416,0.0,0.01729486510157585,0.0,0.0,-0.014521285891532898,-0.03900781273841858,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-11-07 14:13:51.558610,0.8340787291526794,0.8340787291526794,0.06823945790529251,0.7658392786979675,0.7658392786979675,0.5729143023490906,1.1171869039535522,0.0,0.0006787501624785364,0.0,0.0,0.04423292726278305,-0.00505636865273118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
