val/rec_loss_step/epoch_0,val/aeloss_step/epoch_0,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_1,val/aeloss_step/epoch_1,val/rec_loss_step/epoch_2,val/aeloss_step/epoch_2,val/rec_loss_step/epoch_3,val/aeloss_step/epoch_3
1.5784215927124023,1.6301506757736206,2022-08-16 01:06:34.212545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:08:13.707954,1.2100147008895874,1.2100147008895874,0.07634318619966507,1.133671522140503,1.133671522140503,0.7655951976776123,0.16364841163158417,0.0,0.2775743007659912,0.0,0.0,-0.4587521255016327,-0.3409240245819092,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:09:38.363270,1.6965998411178589,1.6965998411178589,0.6913667917251587,1.0052330493927002,1.0052330493927002,0.692371129989624,0.2655926048755646,0.0,0.4010382890701294,0.0,0.0,-0.41438010334968567,-0.3600369095802307,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:11:03.121070,7.261308670043945,7.261308670043945,6.164346694946289,1.0969617366790771,1.0969617366790771,0.7493892312049866,0.829483687877655,0.0,0.4016025960445404,0.0,0.0,-0.4513303339481354,-0.441882461309433,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:12:26.121121,1.5577080249786377,1.5577080249786377,0.636850893497467,0.9208571314811707,0.9208571314811707,0.6646685600280762,0.3325096070766449,0.0,0.39008212089538574,0.0,0.0,-0.40612781047821045,-0.38990217447280884,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:13:49.052947,2.7008469104766846,2.7008469104766846,1.8693519830703735,0.8314949870109558,0.8314949870109558,0.5898701548576355,0.296061635017395,0.0,0.41757091879844666,0.0,0.0,-0.40782713890075684,-0.3960823714733124,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:15:13.169144,1.114328145980835,1.114328145980835,0.24733048677444458,0.8669977188110352,0.8669977188110352,0.6408620476722717,0.4371849596500397,0.0,0.434602826833725,0.0,0.0,-0.4293800890445709,-0.39664506912231445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:16:36.236220,1.8819059133529663,1.8819059133529663,0.997245192527771,0.8846607208251953,0.8846607208251953,0.636546790599823,0.914979875087738,0.0,0.39090535044670105,0.0,0.0,-0.4278346598148346,-0.39349260926246643,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:17:59.225314,1.2312309741973877,1.2312309741973877,0.38041067123413086,0.8508202433586121,0.8508202433586121,0.5999623537063599,0.5160943865776062,0.0,0.40978965163230896,0.0,0.0,-0.42649585008621216,-0.408492773771286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:19:22.154528,1.1621649265289307,1.1621649265289307,0.3442293107509613,0.817935585975647,0.817935585975647,0.6017307043075562,0.7410432696342468,0.0,0.37826457619667053,0.0,0.0,-0.3976420760154724,-0.3908676505088806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:20:45.304626,1.1694968938827515,1.1694968938827515,0.364467054605484,0.8050298094749451,0.8050298094749451,0.5667046904563904,0.3657097816467285,0.0,0.43232405185699463,0.0,0.0,-0.4346015751361847,-0.3927634656429291,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:22:09.868063,1.1755764484405518,1.1755764484405518,0.35966259241104126,0.8159138560295105,0.8159138560295105,0.5908814072608948,0.5652188062667847,0.0,0.40744414925575256,0.0,0.0,-0.42650777101516724,-0.40206578373908997,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:23:33.326192,0.9553623199462891,0.9553623199462891,0.17924246191978455,0.7761198878288269,0.7761198878288269,0.559226930141449,0.8862339854240417,0.0,0.43625393509864807,0.0,0.0,-0.4229075312614441,-0.42058467864990234,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:25:00.362114,0.9032721519470215,0.9032721519470215,0.14742645621299744,0.7558457255363464,0.7558457255363464,0.5525875687599182,0.9169396758079529,0.0,0.40361276268959045,0.0,0.0,-0.4147523045539856,-0.4179655611515045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:26:23.408057,0.8605801463127136,0.8605801463127136,0.1271386295557022,0.7334415316581726,0.7334415316581726,0.5547974109649658,0.928819477558136,0.0,0.4126322567462921,0.0,0.0,-0.4308058023452759,-0.42431455850601196,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:27:46.492833,0.8595383763313293,0.8595383763313293,0.11708223819732666,0.7424561381340027,0.7424561381340027,0.529236912727356,1.0199202299118042,0.0,0.42241764068603516,0.0,0.0,-0.43967950344085693,-0.42094719409942627,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:29:09.538915,0.8534432649612427,0.8534432649612427,0.18139764666557312,0.6720455884933472,0.6720455884933472,0.5010782480239868,0.7702625393867493,0.0,0.4231163561344147,0.0,0.0,-0.42705804109573364,-0.43751323223114014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:30:32.653783,0.7667535543441772,0.7667535543441772,0.1745094358921051,0.5922441482543945,0.5922441482543945,0.46027153730392456,1.1004334688186646,0.0,0.426170289516449,0.0,0.0,-0.4263592064380646,-0.43961936235427856,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:31:55.712289,0.7436318397521973,0.7436318397521973,0.14097604155540466,0.602655827999115,0.602655827999115,0.47992679476737976,0.5706225633621216,0.0,0.4040960371494293,0.0,0.0,-0.41830846667289734,-0.41526007652282715,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:33:18.890690,0.8246179819107056,0.8246179819107056,0.12589451670646667,0.6987234950065613,0.6987234950065613,0.5328162908554077,0.2597379684448242,0.0,0.3967404365539551,0.0,0.0,-0.40450820326805115,-0.3910432457923889,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:34:41.999376,0.8399912714958191,0.8399912714958191,0.13360826671123505,0.7063829898834229,0.7063829898834229,0.5100971460342407,0.6614018082618713,0.0,0.4016744792461395,0.0,0.0,-0.414823442697525,-0.3873368203639984,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:36:06.450977,0.6578795909881592,0.6578795909881592,0.08326072245836258,0.5746188759803772,0.5746188759803772,0.4447341561317444,1.005967140197754,0.0,0.44058293104171753,0.0,0.0,-0.44183164834976196,-0.41641169786453247,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:37:29.492359,0.6749477982521057,0.6749477982521057,0.06867711246013641,0.6062706708908081,0.6062706708908081,0.4674244523048401,0.532046377658844,0.0,0.41669756174087524,0.0,0.0,-0.42093634605407715,-0.40067753195762634,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:38:56.839454,0.7509764432907104,0.7509764432907104,0.10642348974943161,0.6445529460906982,0.6445529460906982,0.5048218965530396,0.9647725224494934,0.0,0.4062483608722687,0.0,0.0,-0.4342976212501526,-0.42177221179008484,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:40:23.572726,0.6958724856376648,0.6958724856376648,0.07037610560655594,0.6254963874816895,0.6254963874816895,0.4844824969768524,0.6805543303489685,0.0,0.41768717765808105,0.0,0.0,-0.4285188317298889,-0.4189315438270569,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:41:46.503077,0.7029901742935181,0.7029901742935181,0.07595586776733398,0.6270343065261841,0.6270343065261841,0.4817628264427185,0.9874434471130371,0.0,0.3875569701194763,0.0,0.0,-0.4101276099681854,-0.39416182041168213,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-16 01:43:09.453729,0.6556609869003296,0.6556609869003296,0.08919087052345276,0.5664701461791992,0.5664701461791992,0.4338565170764923,0.5797955989837646,0.0,0.4124624729156494,0.0,0.0,-0.42469000816345215,-0.39419475197792053,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
