val/rec_loss_step/epoch_0,val/aeloss_step/epoch_0,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch
1.5784215927124023,1.6301506757736206,2022-08-08 00:32:08.757574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:33:54.646744,3.0599026679992676,3.0599026679992676,1.9448447227478027,1.1150578260421753,1.1150578260421753,0.7583910226821899,0.1416298896074295,0.0,0.35612785816192627,0.0,0.0,-0.38531628251075745,-0.3360598385334015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:35:18.597882,1.40403413772583,1.40403413772583,0.41538700461387634,0.9886471629142761,0.9886471629142761,0.7140141725540161,0.5987834334373474,0.0,0.3810555040836334,0.0,0.0,-0.38133925199508667,-0.39547646045684814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:36:42.657452,1.7965586185455322,1.7965586185455322,0.7982400059700012,0.998318612575531,0.998318612575531,0.71168452501297,0.2831210494041443,0.0,0.396261990070343,0.0,0.0,-0.40926578640937805,-0.42425015568733215,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:38:05.523977,3.00185489654541,3.00185489654541,2.0682268142700195,0.9336279630661011,0.9336279630661011,0.6633172035217285,0.3506154716014862,0.0,0.4140636622905731,0.0,0.0,-0.43448981642723083,-0.3975980579853058,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:39:28.341814,1.863640308380127,1.863640308380127,0.9967160224914551,0.8669242262840271,0.8669242262840271,0.6338405609130859,1.0917540788650513,0.0,0.3720712661743164,0.0,0.0,-0.39142313599586487,-0.4177710711956024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:40:52.251298,1.2733879089355469,1.2733879089355469,0.4824848473072052,0.7909030914306641,0.7909030914306641,0.582634449005127,1.0334534645080566,0.0,0.4042946398258209,0.0,0.0,-0.4001501500606537,-0.4532409906387329,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:42:15.141691,1.4924379587173462,1.4924379587173462,0.6736392974853516,0.8187986612319946,0.8187986612319946,0.6107577085494995,0.29315677285194397,0.0,0.38201454281806946,0.0,0.0,-0.3975260555744171,-0.43124154210090637,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:43:42.218957,1.9962869882583618,1.9962869882583618,1.134993076324463,0.8612939119338989,0.8612939119338989,0.6465170383453369,0.521284282207489,0.0,0.40961483120918274,0.0,0.0,-0.3984927535057068,-0.4023497700691223,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:45:09.025280,0.9482617378234863,0.9482617378234863,0.24681255221366882,0.7014491558074951,0.7014491558074951,0.5261144638061523,0.5754212737083435,0.0,0.394573837518692,0.0,0.0,-0.42944303154945374,-0.41244664788246155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:46:32.148732,1.1588307619094849,1.1588307619094849,0.399393767118454,0.7594369649887085,0.7594369649887085,0.5776727199554443,0.8754643797874451,0.0,0.39031365513801575,0.0,0.0,-0.41857361793518066,-0.39921385049819946,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:47:56.343348,1.124680757522583,1.124680757522583,0.34923797845840454,0.7754428386688232,0.7754428386688232,0.5796728730201721,1.3612208366394043,0.0,0.4172459542751312,0.0,0.0,-0.42972129583358765,-0.43009692430496216,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:49:22.870762,0.9826316833496094,0.9826316833496094,0.25285062193870544,0.7297810316085815,0.7297810316085815,0.553412139415741,0.5732919573783875,0.0,0.41635581851005554,0.0,0.0,-0.4313203990459442,-0.4317808151245117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022-08-08 00:50:49.459180,1.2176234722137451,1.2176234722137451,0.5207974314689636,0.6968259811401367,0.6968259811401367,0.5414588451385498,0.6998826265335083,0.0,0.422552227973938,0.0,0.0,-0.39876648783683777,-0.40557608008384705,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
